Date,Close,Open,High,Low,Vol.,Change %
"Oct 12, 2011",220.32,222.69,222.69,219.83,-,-1.06%
"Oct 13, 2011",217.38,219.28,219.28,217.38,-,-1.33%
"Oct 14, 2011",215.66,216.63,216.63,215.55,-,-0.79%
"Oct 17, 2011",216.91,216.21,216.91,215.99,-,0.58%
"Oct 18, 2011",224.3,220.13,224.43,220.13,-,3.41%
"Oct 19, 2011",222.25,224.98,224.98,221.13,-,-0.91%
"Oct 20, 2011",223.33,222.41,223.5,222.41,-,0.49%
"Oct 21, 2011",222.82,222.84,222.88,222.82,-,-0.23%
"Oct 24, 2011",225.2,221.9,225.2,221.9,-,1.07%
"Oct 25, 2011",221.45,221.36,221.45,221.36,-,-1.67%
"Oct 26, 2011",222.08,221.79,222.15,221.39,-,0.28%
"Oct 27, 2011",219.6,218.17,219.71,218.17,-,-1.12%
"Oct 28, 2011",218.59,219.27,219.27,218.06,-,-0.46%
"Oct 31, 2011",220.52,218.5,220.83,218.5,-,0.88%
"Nov 02, 2011",220.96,220.83,221.66,220.83,-,0.20%
"Nov 03, 2011",216.33,217.17,217.25,216.22,-,-2.10%
"Nov 04, 2011",215.92,217.77,217.77,215.87,-,-0.19%
"Nov 07, 2011",215.25,215.56,216.02,213.99,-,-0.31%
"Nov 08, 2011",216.42,216.1,216.42,216.1,-,0.54%
"Nov 09, 2011",217.25,218.01,218.02,217.25,-,0.38%
"Nov 10, 2011",216.99,219.93,219.93,215.82,-,-0.12%
"Nov 11, 2011",220.15,213.32,220.22,213.32,-,1.46%
"Nov 14, 2011",214.84,218.09,218.09,214.84,-,-2.41%
"Nov 15, 2011",213.12,215.03,215.03,213.12,-,-0.80%
"Nov 16, 2011",214.09,213.52,214.14,213.52,-,0.46%
"Nov 18, 2011",214.79,214.09,215.45,213.47,-,0.33%
"Nov 21, 2011",209.33,214.77,214.77,209.2,-,-2.54%
"Nov 22, 2011",211.5,214.84,214.84,211.5,-,1.04%
"Nov 23, 2011",208.73,212.52,212.52,208.1,-,-1.31%
"Nov 24, 2011",210.58,208.67,210.59,208.52,-,0.89%
"Nov 25, 2011",208.34,210.58,210.58,208.34,-,-1.06%
"Nov 28, 2011",208.61,210.04,210.22,208.54,-,0.13%
"Nov 29, 2011",206.16,203.79,206.16,203.79,-,-1.17%
"Nov 30, 2011",210.21,208.81,210.21,208.81,-,1.96%
"Dec 01, 2011",213.09,208.99,213.09,208.99,-,1.37%
"Dec 02, 2011",211.93,213.09,213.09,211.56,-,-0.54%
"Dec 05, 2011",211.94,211.96,212,211.89,-,0.00%
"Dec 06, 2011",210.36,210.28,210.36,210.21,-,-0.75%
"Dec 07, 2011",213.68,210.35,213.72,210.35,-,1.58%
"Dec 08, 2011",212.9,212.69,213.32,212.69,-,-0.37%
"Dec 09, 2011",216.37,214.21,216.37,214.21,-,1.63%
"Dec 12, 2011",212.94,213.24,213.82,212.94,-,-1.59%
"Dec 13, 2011",209.64,209.79,209.79,209.64,-,-1.55%
"Dec 14, 2011",213.42,209.65,213.42,209.65,-,1.80%
"Dec 15, 2011",212.78,213.75,213.75,212.77,-,-0.30%
"Dec 16, 2011",212.97,212.78,212.97,212.78,-,0.09%
"Dec 19, 2011",211,212.96,212.96,210.93,-,-0.93%
"Dec 20, 2011",212.61,212.8,212.84,212.51,-,0.76%
"Dec 21, 2011",212.92,213.05,215,212.92,-,0.15%
"Dec 22, 2011",212.97,212.92,213.09,212.92,-,0.02%
"Dec 23, 2011",213.04,212.97,213.04,212.97,-,0.03%
"Dec 27, 2011",213.11,213.11,213.11,213.07,-,0.03%
"Dec 28, 2011",215.69,214.45,215.69,214.45,-,1.21%
"Dec 29, 2011",215.72,215.38,215.83,215.38,-,0.01%
"Dec 30, 2011",215.45,215.77,215.77,215.45,-,-0.13%
"Jan 02, 2012",215.49,215.49,215.49,215.49,-,0.02%
"Jan 03, 2012",214.26,214.6,214.6,214.26,-,-0.57%
"Jan 04, 2012",214.22,214.42,214.42,214.22,-,-0.02%
"Jan 05, 2012",214.77,214.34,214.77,214.31,-,0.26%
"Jan 09, 2012",215.5,214.85,215.71,214.79,-,0.34%
"Jan 10, 2012",215.54,215.71,215.71,215.54,-,0.02%
"Jan 11, 2012",212.52,212.51,212.52,212.47,-,-1.40%
"Jan 12, 2012",212.71,212.63,212.71,212.49,-,0.09%
"Jan 13, 2012",212.5,212.71,212.71,212.5,-,-0.10%
"Jan 16, 2012",212.79,212.5,213.36,212.5,-,0.14%
"Jan 17, 2012",211.33,212.79,212.9,211.33,-,-0.69%
"Jan 18, 2012",211.28,211.23,211.28,211.23,-,-0.02%
"Jan 19, 2012",211.33,209.71,211.33,209.71,-,0.02%
"Jan 20, 2012",212.35,211.33,212.58,210.86,-,0.48%
"Jan 23, 2012",211.29,211.06,212.35,211.02,-,-0.50%
"Jan 24, 2012",212.99,215.42,215.42,211.24,-,0.80%
"Jan 25, 2012",212.47,213.33,215.07,212.31,-,-0.24%
"Jan 26, 2012",213.93,211.79,217.64,211.79,-,0.69%
"Jan 27, 2012",210.83,213.82,213.82,210.83,-,-1.45%
"Jan 30, 2012",209.84,209.85,210.35,208.71,-,-0.47%
"Jan 31, 2012",209.29,209.02,209.73,207.36,-,-0.26%
"Feb 01, 2012",207.22,209.35,209.35,206.66,-,-0.99%
"Feb 02, 2012",205.01,205.15,205.71,204.58,-,-1.07%
"Feb 03, 2012",206.54,205.75,206.55,205.75,-,0.75%
"Feb 06, 2012",206.62,207.04,207.04,206.06,-,0.04%
"Feb 07, 2012",207.99,206.62,207.99,205.94,-,0.66%
"Feb 08, 2012",207.22,207.02,207.61,207.02,-,-0.37%
"Feb 09, 2012",207.22,207,207.36,206.29,-,0.00%
"Feb 10, 2012",208.18,208.41,208.74,208.01,-,0.46%
"Feb 13, 2012",208.61,208.31,208.65,208.31,-,0.21%
"Feb 14, 2012",208.4,208.21,208.9,208.21,-,-0.10%
"Feb 15, 2012",206.58,205.86,206.58,205.86,-,-0.87%
"Feb 16, 2012",206.43,206.48,210.66,206.23,-,-0.07%
"Feb 17, 2012",211.51,206.43,211.56,206.43,-,2.46%
"Feb 20, 2012",209.63,211.51,211.51,209.41,-,-0.89%
"Feb 21, 2012",209.95,211.22,211.49,209.69,-,0.15%
"Feb 22, 2012",211.27,209.96,211.27,209.55,-,0.63%
"Feb 23, 2012",209.67,211.3,211.3,209.44,-,-0.76%
"Feb 24, 2012",207.77,209.69,209.69,206.02,-,-0.91%
"Feb 27, 2012",210.53,208.73,211.33,208.46,-,1.33%
"Feb 28, 2012",209.39,209.9,210.38,209.18,-,-0.54%
"Feb 29, 2012",209.54,209.18,209.72,209.18,-,0.07%
"Mar 01, 2012",208.23,208.19,208.23,204.26,-,-0.63%
"Mar 02, 2012",208.9,208.23,208.9,204.31,-,0.32%
"Mar 05, 2012",198.66,208.2,208.2,195.7,-,-4.90%
"Mar 06, 2012",204.78,199.85,204.78,199.85,-,3.08%
"Mar 07, 2012",200.92,201.96,203.14,200.92,-,-1.88%
"Mar 08, 2012",200.2,199.85,200.2,199.85,-,-0.36%
"Mar 09, 2012",200.81,200.09,200.81,200.09,-,0.30%
"Mar 12, 2012",201.19,200.81,201.19,200.57,-,0.19%
"Mar 13, 2012",201.08,200.39,201.08,200.07,-,-0.05%
"Mar 14, 2012",201.68,201.09,201.68,201.09,-,0.30%
"Mar 15, 2012",203.05,202.64,203.06,202.64,-,0.68%
"Mar 16, 2012",203.65,203.39,203.65,203.14,-,0.30%
"Mar 19, 2012",205.06,203.68,205.06,203.29,-,0.69%
"Mar 20, 2012",203.63,205.56,205.56,203.63,-,-0.70%
"Mar 21, 2012",203.85,203.66,203.96,203.22,-,0.11%
"Mar 22, 2012",206.13,203.71,206.23,203.67,-,1.12%
"Mar 23, 2012",203.9,203.44,204.18,203.44,-,-1.08%
"Mar 26, 2012",203.01,202.6,203.01,202.13,-,-0.44%
"Mar 27, 2012",203.69,203.05,204.42,203.05,-,0.33%
"Mar 28, 2012",203.46,202.36,203.46,201.98,-,-0.11%
"Mar 29, 2012",204.31,204.35,204.6,204.19,-,0.42%
"Mar 30, 2012",203.54,204.89,204.89,203.46,-,-0.38%
"Apr 02, 2012",204.08,203.68,204.7,202.24,-,0.27%
"Apr 03, 2012",204.46,203.67,204.46,203.67,-,0.19%
"Apr 04, 2012",203.73,203.88,203.88,203.73,-,-0.36%
"Apr 05, 2012",204.49,204.54,204.59,204.44,-,0.37%
"Apr 10, 2012",204.29,204.44,204.44,204.29,-,-0.10%
"Apr 11, 2012",202.36,202.88,203.26,202.31,-,-0.94%
"Apr 12, 2012",202.19,200.42,203.26,200.42,-,-0.08%
"Apr 13, 2012",200.25,202.46,202.46,200.25,-,-0.96%
"Apr 16, 2012",200.14,200.25,200.34,200.14,-,-0.05%
"Apr 17, 2012",200.34,199.61,200.34,199.46,-,0.10%
"Apr 18, 2012",198.38,199.76,200.45,198.38,-,-0.98%
"Apr 19, 2012",198.15,198.66,198.66,198.07,-,-0.12%
"Apr 20, 2012",198.68,198.15,199.26,198.15,-,0.27%
"Apr 23, 2012",197.88,198.68,198.68,197.88,-,-0.40%
"Apr 24, 2012",198,198.56,198.56,197.87,-,0.06%
"Apr 25, 2012",193.21,197.56,197.56,193.21,-,-2.42%
"Apr 26, 2012",196.64,193.21,196.64,192.86,-,1.78%
"Apr 27, 2012",190.26,196.64,196.64,190.26,-,-3.24%
"Apr 30, 2012",193.85,190.02,193.85,190.02,-,1.89%
"May 02, 2012",193.52,192.86,193.82,192.86,-,-0.17%
"May 03, 2012",193.59,193.83,193.83,193.15,-,0.04%
"May 04, 2012",194.67,194.12,194.67,193.97,-,0.56%
"May 07, 2012",194.51,194.67,194.68,194.49,-,-0.08%
"May 09, 2012",194.84,194.53,194.85,194.53,-,0.17%
"May 10, 2012",195.22,194.85,195.22,194.85,-,0.20%
"May 11, 2012",195.49,195.27,195.86,195.27,-,0.14%
"May 14, 2012",196.18,193.53,196.19,193.53,-,0.35%
"May 15, 2012",196.6,196.18,196.79,196.18,-,0.21%
"May 16, 2012",195.95,195.65,197.07,195.14,-,-0.33%
"May 17, 2012",194.79,198.12,198.27,194.45,-,-0.59%
"May 18, 2012",194.42,194.15,194.8,193.77,-,-0.19%
"May 21, 2012",194.06,193.85,194.07,193.66,-,-0.19%
"May 22, 2012",192.57,194.35,194.58,192.51,-,-0.77%
"May 23, 2012",193.84,193.61,193.88,193.58,-,0.66%
"May 24, 2012",192.95,194.95,194.95,192.83,-,-0.46%
"May 25, 2012",192.73,192.54,193,192.54,-,-0.11%
"May 28, 2012",191.11,192.73,192.73,190.81,-,-0.84%
"May 29, 2012",190.96,191.11,191.11,190.96,-,-0.08%
"May 30, 2012",190.76,191.04,191.04,190.67,-,-0.10%
"May 31, 2012",190.85,190.75,190.89,190.75,-,0.05%
"Jun 01, 2012",191.11,190.85,191.11,190.82,-,0.14%
"Jun 04, 2012",191.09,192.89,192.89,190.75,-,-0.01%
"Jun 05, 2012",191.02,191.09,191.09,191.02,-,-0.04%
"Jun 06, 2012",191.67,191.08,191.71,191.08,-,0.34%
"Jun 07, 2012",192.09,191.68,192.09,191.68,-,0.22%
"Jun 08, 2012",191.67,191.79,191.79,191.67,-,-0.22%
"Jun 11, 2012",191.74,191.67,191.74,191.67,-,0.04%
"Jun 12, 2012",191.75,191.74,191.81,191.74,-,0.01%
"Jun 13, 2012",191.17,191.75,191.75,191.12,-,-0.30%
"Jun 14, 2012",193.63,191.17,193.65,191.17,-,1.29%
"Jun 15, 2012",192.82,192.72,193.31,192.68,-,-0.42%
"Jun 18, 2012",192.85,192.83,193.37,192.83,-,0.02%
"Jun 19, 2012",193.06,192.77,193.06,192.77,-,0.11%
"Jun 20, 2012",193.61,193.06,193.61,192.47,-,0.28%
"Jun 21, 2012",191.55,193.48,194.66,191.55,-,-1.06%
"Jun 22, 2012",189.25,191.34,191.35,189.25,-,-1.20%
"Jun 25, 2012",191.3,189.25,191.3,189.25,-,1.08%
"Jun 26, 2012",190.83,191.31,191.33,190.65,-,-0.25%
"Jun 27, 2012",190.82,190.85,190.9,190.82,-,-0.01%
"Jun 28, 2012",189.42,189.63,190.31,189.37,-,-0.73%
"Jun 29, 2012",187.67,187.62,187.67,187.57,-,-0.92%
"Jul 02, 2012",187.57,187.67,187.67,187.57,-,-0.05%
"Jul 03, 2012",188.62,187.9,189.92,187.9,-,0.56%
"Jul 04, 2012",187.53,188.76,188.98,187.53,-,-0.58%
"Jul 06, 2012",191.18,188.47,191.18,188.47,-,1.95%
"Jul 09, 2012",193.36,192.96,193.66,192.96,-,1.14%
"Jul 10, 2012",193.31,194.56,194.56,192.18,-,-0.03%
"Jul 11, 2012",193.61,193.31,193.79,193.31,-,0.16%
"Jul 12, 2012",195.96,193.42,195.96,193.42,-,1.21%
"Jul 13, 2012",195.06,194.21,195.82,194.21,-,-0.46%
"Jul 16, 2012",194.57,195.06,195.06,194.39,-,-0.25%
"Jul 17, 2012",194.41,194.56,194.56,194.38,-,-0.08%
"Jul 18, 2012",194.47,194.52,194.59,194.47,-,0.03%
"Jul 19, 2012",193.68,194.47,195.46,193.29,-,-0.41%
"Jul 20, 2012",194.17,194.37,194.37,194.13,-,0.25%
"Jul 23, 2012",194.03,194.01,194.27,194.01,-,-0.07%
"Jul 24, 2012",192.44,194.03,194.18,192.44,-,-0.82%
"Jul 25, 2012",192.16,192.45,192.46,191.54,-,-0.15%
"Jul 26, 2012",194.23,192.46,194.23,192.45,-,1.08%
"Jul 27, 2012",193.65,195.09,195.77,193.49,-,-0.30%
"Jul 30, 2012",193.96,193.83,193.96,193.4,-,0.16%
"Jul 31, 2012",193.54,193.96,193.96,193.54,-,-0.22%
"Aug 01, 2012",192.76,194.17,194.17,192.76,-,-0.40%
"Aug 02, 2012",194.49,194.81,194.83,194.35,-,0.90%
"Aug 03, 2012",194.7,194.34,194.7,194.34,-,0.11%
"Aug 06, 2012",194.1,194.14,194.19,193.85,-,-0.31%
"Aug 07, 2012",194.51,195.33,195.33,194.51,-,0.21%
"Aug 08, 2012",196.84,193.52,197.81,193.52,-,1.20%
"Aug 09, 2012",196.86,199.42,200.37,195.03,-,0.01%
"Aug 10, 2012",194.52,196.76,196.76,194.52,-,-1.19%
"Aug 13, 2012",195.12,194.52,195.12,193.05,-,0.31%
"Aug 14, 2012",193.97,194.01,194.09,193.28,-,-0.59%
"Aug 15, 2012",193.23,195.08,196.8,193.23,-,-0.38%
"Aug 16, 2012",193.04,192.03,193.04,191.86,-,-0.10%
"Aug 17, 2012",192.88,193.09,193.56,192.88,-,-0.08%
"Aug 20, 2012",192.29,192.88,193.84,191.98,-,-0.31%
"Aug 21, 2012",190.7,192.29,192.29,190.48,-,-0.83%
"Aug 22, 2012",190.97,190.7,190.98,190.65,-,0.14%
"Aug 23, 2012",192.2,191.04,192.22,191.04,-,0.64%
"Aug 24, 2012",193.41,191.78,194.2,191.78,-,0.63%
"Aug 27, 2012",194.49,193.39,194.49,193.32,-,0.56%
"Aug 28, 2012",192.36,194.52,195.47,192.36,-,-1.10%
"Aug 30, 2012",191.97,192.25,192.52,191.92,-,-0.20%
"Aug 31, 2012",192.01,192.06,192.1,191.6,-,0.02%
"Sep 03, 2012",191.97,192.01,192.01,191.38,-,-0.02%
"Sep 04, 2012",193.06,190.89,193.06,190.89,-,0.57%
"Sep 05, 2012",192.56,192.06,193.43,192.06,-,-0.26%
"Sep 06, 2012",191.39,192.9,192.95,191.37,-,-0.61%
"Sep 07, 2012",191.02,191.41,191.41,191.02,-,-0.19%
"Sep 10, 2012",191.46,191.3,191.9,191.3,-,0.23%
"Sep 11, 2012",191.34,191.46,191.46,191.03,-,-0.06%
"Sep 12, 2012",192.55,190.68,192.73,190.68,-,0.63%
"Sep 13, 2012",190.52,192.55,192.57,190.43,-,-1.05%
"Sep 14, 2012",188.11,190.5,190.5,188.11,-,-1.26%
"Sep 17, 2012",188.21,188.09,188.23,188.09,-,0.05%
"Sep 18, 2012",189.32,188.21,189.32,188.2,-,0.59%
"Sep 19, 2012",189.72,189.29,189.89,189.29,-,0.21%
"Sep 20, 2012",190.62,188.35,190.86,188.12,-,0.47%
"Sep 21, 2012",193.96,196.95,196.95,193.96,-,1.75%
"Sep 24, 2012",192.9,193.96,194.08,192.87,-,-0.55%
"Sep 25, 2012",189.91,192.84,192.94,189.22,-,-1.55%
"Sep 26, 2012",192.37,189.91,192.37,189.91,-,1.30%
"Sep 27, 2012",192.29,192.37,192.37,191.76,-,-0.04%
"Sep 28, 2012",190.12,192.29,192.29,189.76,-,-1.13%
"Oct 01, 2012",190.3,190.15,190.3,190.15,-,0.09%
"Oct 02, 2012",191.29,190.95,191.29,190.27,-,0.52%
"Oct 03, 2012",196.04,191.41,196.04,190.72,-,2.48%
"Oct 04, 2012",190.47,197.92,197.92,190.47,-,-2.84%
"Oct 05, 2012",190.42,190.5,190.8,190.42,-,-0.03%
"Oct 08, 2012",195.79,194.26,195.93,194.26,-,2.82%
"Oct 09, 2012",191.64,195.79,195.84,191.54,-,-2.12%
"Oct 10, 2012",190.4,191.64,192.34,190.4,-,-0.65%
"Oct 11, 2012",190.28,190.34,190.34,190.21,-,-0.06%
"Oct 12, 2012",189.73,190.28,190.38,189.62,-,-0.29%
"Oct 15, 2012",189.76,189.66,189.76,189.06,-,0.02%
"Oct 16, 2012",189.84,189.83,192.3,189.83,-,0.04%
"Oct 17, 2012",189.44,189.46,189.56,189.43,-,-0.21%
"Oct 18, 2012",192.55,188.85,192.55,188.85,-,1.64%
"Oct 19, 2012",192.68,192.51,193.35,192.51,-,0.07%
"Oct 22, 2012",188.82,195.07,195.07,188.82,-,-2.00%
"Oct 23, 2012",189.43,189.28,189.5,188.75,-,0.32%
"Oct 24, 2012",189.07,189.3,189.3,188.62,-,-0.19%
"Oct 25, 2012",193,189.18,193.51,189.18,-,2.08%
"Oct 26, 2012",193.58,193.68,194.44,193.49,-,0.30%
"Oct 29, 2012",193.51,193.74,193.78,193.51,-,-0.04%
"Oct 30, 2012",189.71,194.18,194.18,189.71,-,-1.96%
"Oct 31, 2012",189.74,190.06,190.09,189.73,-,0.02%
"Nov 02, 2012",190.39,189.86,190.39,189.86,-,0.34%
"Nov 05, 2012",190.81,191.02,191.02,190.77,-,0.22%
"Nov 06, 2012",189.43,189.62,189.62,189.43,-,-0.72%
"Nov 07, 2012",190.93,189.47,190.93,189.47,-,0.79%
"Nov 08, 2012",191.62,191.82,191.9,191.61,-,0.36%
"Nov 09, 2012",191.39,191.76,193.73,191.39,-,-0.12%
"Nov 12, 2012",191.61,191.7,191.7,190.72,-,0.11%
"Nov 13, 2012",190.97,191.51,191.75,190.32,-,-0.33%
"Nov 14, 2012",190.24,191.45,191.55,189.98,-,-0.38%
"Nov 15, 2012",194.88,191.51,195.15,191.51,-,2.44%
"Nov 16, 2012",191.43,194.37,194.37,191.43,-,-1.77%
"Nov 19, 2012",192.33,193.11,193.35,191.98,-,0.47%
"Nov 20, 2012",193.53,193,193.68,190.59,-,0.62%
"Nov 21, 2012",193.81,193.57,194.16,193.57,-,0.14%
"Nov 22, 2012",192.51,193.29,193.38,192.33,-,-0.67%
"Nov 23, 2012",189.71,191.97,191.97,189.49,-,-1.45%
"Nov 26, 2012",190.72,189.78,190.72,189.68,-,0.53%
"Nov 27, 2012",189.78,189.55,189.78,189.55,-,-0.49%
"Nov 28, 2012",189.44,189.87,189.87,189.38,-,-0.18%
"Nov 29, 2012",191.09,189.43,191.1,189.43,-,0.87%
"Nov 30, 2012",191.85,190.92,191.92,190.92,-,0.40%
"Dec 03, 2012",192.69,191.85,192.69,191.85,-,0.44%
"Dec 04, 2012",191.48,190.96,191.57,190.36,-,-0.63%
"Dec 05, 2012",192.01,192.03,192.67,192.01,-,0.28%
"Dec 06, 2012",192.95,192.03,192.95,191.78,-,0.49%
"Dec 07, 2012",192.84,192.79,193.08,192.11,-,-0.06%
"Dec 10, 2012",193.4,192.29,193.72,191.01,-,0.29%
"Dec 11, 2012",193.32,192.98,193.36,192.98,-,-0.04%
"Dec 12, 2012",190.87,190.88,190.88,190.4,-,-1.27%
"Dec 13, 2012",191.08,190.53,191.08,190.52,-,0.11%
"Dec 14, 2012",191.01,191.13,191.14,190.89,-,-0.04%
"Dec 17, 2012",191.6,191.19,191.6,190.29,-,0.31%
"Dec 18, 2012",191.24,190.77,191.24,190.77,-,-0.19%
"Dec 19, 2012",191.97,190.84,191.99,190.84,-,0.38%
"Dec 20, 2012",191.2,191.14,191.87,190.91,-,-0.40%
"Dec 21, 2012",193.12,190.07,193.12,190.07,-,1.00%
"Dec 27, 2012",189.99,190.65,190.65,189.99,-,-1.62%
"Dec 28, 2012",191.94,189.76,191.94,189.76,-,1.03%
"Dec 31, 2012",192.21,191.94,192.21,191.94,-,0.14%
"Jan 02, 2013",189.52,190.22,190.22,189.52,-,-1.40%
"Jan 03, 2013",188.88,188.88,188.88,188.88,-,-0.34%
"Jan 04, 2013",189.53,188.88,189.53,188.88,-,0.34%
"Jan 07, 2013",192.46,190.69,194.18,189.09,-,1.55%
"Jan 08, 2013",192.07,192.1,192.1,192.07,-,-0.20%
"Jan 09, 2013",188.62,191.71,192.02,188.62,-,-1.80%
"Jan 10, 2013",188.54,190.52,190.52,188.54,-,-0.04%
"Jan 11, 2013",187.95,190.46,190.67,187.95,-,-0.31%
"Jan 14, 2013",185.98,187.95,187.95,185.98,-,-1.05%
"Jan 15, 2013",187.22,186.07,187.25,185.98,-,0.67%
"Jan 16, 2013",187.12,187.22,187.22,187.12,-,-0.05%
"Jan 17, 2013",186.44,187.12,187.12,185.23,-,-0.36%
"Jan 18, 2013",187.67,186.44,187.72,186.44,-,0.66%
"Jan 21, 2013",187.56,187.54,187.56,187.54,-,-0.06%
"Jan 22, 2013",187.19,188.09,188.09,186.74,-,-0.20%
"Jan 23, 2013",186.12,187.42,187.42,186.12,-,-0.57%
"Jan 24, 2013",186.2,186.16,186.2,185.52,-,0.04%
"Jan 25, 2013",185.09,187.55,187.55,183.83,-,-0.60%
"Jan 28, 2013",184.98,185.09,185.09,184.98,-,-0.06%
"Jan 29, 2013",185.95,184.98,185.95,184.98,-,0.52%
"Jan 30, 2013",188.08,185.71,191.1,185.71,-,1.15%
"Jan 31, 2013",187.49,188.08,188.14,185.73,-,-0.31%
"Feb 01, 2013",186.19,187.41,187.41,185.26,-,-0.69%
"Feb 04, 2013",182.64,186.19,186.25,182.64,-,-1.91%
"Feb 05, 2013",182.08,182.49,182.9,181.89,-,-0.31%
"Feb 06, 2013",181.34,182.08,182.08,181.18,-,-0.41%
"Feb 07, 2013",180.66,184.3,184.3,179,-,-0.37%
"Feb 08, 2013",180.27,180.3,180.89,179.38,-,-0.22%
"Feb 11, 2013",179.44,180.17,180.35,177.17,-,-0.46%
"Feb 12, 2013",181.05,178.84,181.05,176.54,-,0.90%
"Feb 13, 2013",178.65,177.91,178.95,177.91,-,-1.33%
"Feb 14, 2013",179.08,179.74,180.27,179.08,-,0.24%
"Feb 15, 2013",179.47,179.08,179.47,177.06,-,0.22%
"Feb 18, 2013",180.99,179.44,181.24,179.44,-,0.85%
"Feb 19, 2013",180.69,180.43,180.69,177.81,-,-0.17%
"Feb 20, 2013",181.65,179.53,181.65,178.05,-,0.53%
"Feb 21, 2013",182.49,179.86,182.49,179.22,-,0.46%
"Feb 22, 2013",182.16,183.88,183.88,181.07,-,-0.18%
"Feb 25, 2013",181.32,182.16,182.81,180.81,-,-0.46%
"Feb 26, 2013",180.31,180.91,182.44,180.08,-,-0.56%
"Feb 27, 2013",180.19,183.22,183.25,180.19,-,-0.07%
"Feb 28, 2013",179.9,181.52,181.52,178.13,-,-0.16%
"Mar 01, 2013",181.2,181.2,182.29,181.2,-,0.72%
"Mar 04, 2013",180.56,181.98,181.98,180.56,-,-0.35%
"Mar 05, 2013",180.85,180.56,180.85,180.56,-,0.16%
"Mar 06, 2013",182.05,180.85,182.27,180.85,-,0.66%
"Mar 07, 2013",178.97,181.21,181.21,178.97,-,-1.69%
"Mar 08, 2013",181.5,180.94,181.78,180.94,-,1.41%
"Mar 11, 2013",182.55,180.84,182.55,180.8,-,0.58%
"Mar 12, 2013",179.99,181.47,181.52,179.79,-,-1.40%
"Mar 13, 2013",181.7,180.44,182.37,178.78,-,0.95%
"Mar 14, 2013",182.12,181.81,182.79,181.81,-,0.23%
"Mar 15, 2013",182.13,181.38,182.13,181.17,-,0.01%
"Mar 18, 2013",182.25,182.8,182.8,182.03,-,0.07%
"Mar 19, 2013",183.08,180.93,183.08,180.93,-,0.46%
"Mar 20, 2013",182.88,182.86,183.62,180.64,-,-0.11%
"Mar 21, 2013",180.85,181.52,181.52,179.37,-,-1.11%
"Mar 22, 2013",183.12,182.37,183.12,181.64,-,1.26%
"Mar 25, 2013",181.7,183.11,183.21,181.7,-,-0.78%
"Mar 26, 2013",181.95,181.7,182.15,181.7,-,0.14%
"Mar 27, 2013",181.45,181,181.45,181,-,-0.27%
"Mar 28, 2013",181.92,180.78,181.92,180.78,-,0.26%
"Apr 02, 2013",181.88,180.84,182.13,180.84,-,-0.02%
"Apr 03, 2013",182.37,182,182.44,180.33,-,0.27%
"Apr 04, 2013",182.89,181.99,182.89,181.69,-,0.29%
"Apr 05, 2013",182,182.28,182.28,181.95,-,-0.49%
"Apr 08, 2013",183.47,183.46,185.68,182.05,-,0.81%
"Apr 09, 2013",183.04,181.92,183.08,181.92,-,-0.23%
"Apr 10, 2013",183.53,183.11,183.53,182.71,-,0.27%
"Apr 11, 2013",180.89,182.93,182.93,180.85,-,-1.44%
"Apr 12, 2013",181.56,180.85,181.81,179.72,-,0.37%
"Apr 15, 2013",184.62,181.56,184.62,181.56,-,1.69%
"Apr 16, 2013",182.39,182.14,182.39,182.14,-,-1.21%
"Apr 17, 2013",181.95,182.39,182.39,181.95,-,-0.24%
"Apr 18, 2013",182.1,181.62,182.1,181.62,-,0.08%
"Apr 19, 2013",183.11,183.02,183.11,183,-,0.55%
"Apr 22, 2013",182.69,183.91,183.91,179.64,-,-0.23%
"Apr 23, 2013",181.25,183.36,184.11,180.5,-,-0.79%
"Apr 24, 2013",181.88,177.28,181.88,177.28,-,0.35%
"Apr 25, 2013",182.62,184.91,184.95,182.62,-,0.41%
"Apr 26, 2013",182.6,182.62,184.85,182.6,-,-0.01%
"Apr 29, 2013",181.36,182.2,182.2,181.36,-,-0.68%
"Apr 30, 2013",185.11,181.74,185.11,181.71,-,2.07%
"May 02, 2013",184.55,185.11,185.11,184.44,-,-0.30%
"May 03, 2013",180.92,184.17,184.21,180.92,-,-1.97%
"May 06, 2013",181.74,181.57,181.74,181.57,-,0.45%
"May 07, 2013",181.57,181.6,181.61,181.57,-,-0.09%
"May 09, 2013",181.51,181.74,181.74,181.51,-,-0.03%
"May 10, 2013",184.17,184.02,184.17,184.02,-,1.47%
"May 13, 2013",185.47,185.5,185.55,185.47,-,0.71%
"May 14, 2013",185.37,184.92,185.37,184.43,-,-0.05%
"May 15, 2013",185.29,184.65,185.35,184.65,-,-0.04%
"May 16, 2013",185.25,185.29,185.29,185.25,-,-0.02%
"May 17, 2013",185.28,185.32,185.32,185.27,-,0.02%
"May 20, 2013",185.28,184.53,185.28,184.49,-,0.00%
"May 21, 2013",185.06,185.28,185.28,185.06,-,-0.12%
"May 22, 2013",186.77,184.17,186.77,184.07,-,0.92%
"May 23, 2013",185.66,186.41,187.34,185.66,-,-0.59%
"May 24, 2013",189.59,185.66,189.59,185.66,-,2.12%
"May 27, 2013",185.16,189.59,189.59,185.16,-,-2.34%
"May 28, 2013",186.91,184.86,187.04,184.86,-,0.95%
"May 29, 2013",189.25,187.91,189.25,187.91,-,1.25%
"May 30, 2013",187.37,189.59,191.05,187.3,-,-0.99%
