Date,Close,Open,High,Low,Vol.,Change %
"Sep 11, 2009",2148.76,2203.09,2203.09,2148.76,32.68M,-1.67%
"Sep 10, 2009",2185.22,2252.6,2259.27,2174.62,38.22M,-1.56%
"Sep 09, 2009",2219.81,2191.32,2223.29,2174.76,44.86M,1.04%
"Sep 08, 2009",2196.93,2222.5,2223.14,2178.45,34.68M,-0.00%
"Sep 07, 2009",2197.01,2165.16,2197.16,2154.57,38.86M,3.77%
"Sep 04, 2009",2117.09,2142.23,2157.98,2106.81,28.41M,-0.20%
"Sep 03, 2009",2121.32,2137.97,2154.63,2117.93,42.64M,0.34%
"Sep 02, 2009",2114.17,2162.03,2168.03,2110.56,50.66M,-3.88%
"Sep 01, 2009",2199.6,2234.3,2245.14,2160.71,46.43M,-0.59%
"Aug 31, 2009",2212.72,2221.88,2232.46,2194.36,31.86M,-1.04%
"Aug 28, 2009",2235.91,2266.57,2301.75,2232.91,41.32M,0.95%
"Aug 27, 2009",2214.78,2256.07,2292.77,2214.78,47.54M,-1.54%
"Aug 26, 2009",2249.51,2291.12,2310.71,2243.43,37.80M,-2.92%
"Aug 25, 2009",2317.07,2257.58,2317.07,2245.61,38.34M,1.21%
"Aug 24, 2009",2289.44,2254.75,2289.44,2242.63,50.51M,2.45%
"Aug 21, 2009",2234.63,2139.95,2241.05,2139.44,46.90M,4.09%
"Aug 20, 2009",2146.84,2115.09,2146.84,2103.87,67.99M,3.14%
"Aug 19, 2009",2081.54,2037.38,2089.31,2028.27,27.27M,1.33%
"Aug 18, 2009",2054.26,2056.98,2058.01,2027.69,22.42M,1.16%
"Aug 17, 2009",2030.7,2055.26,2064.02,2019.65,35.13M,-3.17%
"Aug 14, 2009",2097.16,2137.55,2160.67,2087.87,35.06M,-1.07%
"Aug 13, 2009",2119.79,2121.45,2154.11,2084.76,44.20M,2.44%
"Aug 12, 2009",2069.27,2061.65,2084.14,2032.49,44.15M,-0.39%
"Aug 11, 2009",2077.36,2132.78,2156.45,2077.36,68.85M,-2.61%
"Aug 10, 2009",2133.03,2130.39,2139.39,2101.74,32.74M,0.80%
"Aug 07, 2009",2116.05,2065.56,2123.7,2043.7,22.63M,1.95%
"Aug 06, 2009",2075.51,2084.6,2105.52,2048.85,66.04M,0.66%
"Aug 05, 2009",2061.92,2120.23,2155.32,2061.92,26.68M,-3.30%
"Aug 04, 2009",2132.27,2139.66,2146.37,2116.45,29.60M,-1.22%
"Aug 03, 2009",2158.54,2141.05,2186.3,2135.49,35.71M,0.98%
"Jul 31, 2009",2137.56,2147.96,2170.16,2107.01,47.96M,-0.12%
"Jul 30, 2009",2140.12,2071.7,2140.12,2048.61,39.29M,4.88%
"Jul 29, 2009",2040.56,2016.26,2058.14,2012.02,23.76M,0.32%
"Jul 28, 2009",2033.95,2082.2,2109.17,2033.95,41.46M,-1.99%
"Jul 27, 2009",2075.32,2123.48,2131.21,2064.44,47.58M,-0.41%
"Jul 24, 2009",2083.95,2062.51,2112.93,2057.07,67.61M,1.55%
"Jul 23, 2009",2052.22,2017.3,2052.22,2009.79,31.87M,2.87%
"Jul 22, 2009",1994.91,2015.03,2028.23,1987.92,31.19M,-1.84%
"Jul 21, 2009",2032.31,1995.68,2043.12,1980.04,53.56M,1.70%
"Jul 20, 2009",1998.39,1928.63,2008.58,1928.09,33.39M,5.33%
"Jul 17, 2009",1897.32,1910.63,1920.55,1897.32,42.37M,-0.86%
"Jul 16, 2009",1913.86,1904.33,1930.63,1895.8,29.20M,0.06%
"Jul 15, 2009",1912.64,1888.32,1912.64,1873.03,48.23M,2.43%
"Jul 14, 2009",1867.3,1796.47,1867.3,1795.32,61.80M,2.99%
"Jul 13, 2009",1813.14,1773.75,1813.14,1758.19,62.25M,1.27%
"Jul 10, 2009",1790.44,1812.66,1818.35,1790.44,81.51M,-1.60%
"Jul 09, 2009",1819.56,1826.49,1832.88,1803.73,209.57M,0.67%
"Jul 08, 2009",1807.39,1791.95,1817.79,1786.51,70.71M,-0.17%
"Jul 07, 2009",1810.38,1824.07,1837.98,1803.29,96.02M,-0.03%
"Jul 06, 2009",1810.97,1809.5,1822.4,1793.87,48.49M,-0.95%
"Jul 03, 2009",1828.27,1844.39,1845.79,1821.24,28.72M,-0.69%
"Jul 02, 2009",1841.04,1887.99,1890.58,1838.58,84.25M,-2.24%
"Jul 01, 2009",1883.16,1868.78,1895.52,1865.91,25.49M,1.12%
"Jun 30, 2009",1862.36,1899.57,1911.09,1862.36,34.90M,-0.83%
"Jun 29, 2009",1878,1842.59,1891.62,1841.02,21.92M,1.06%
"Jun 26, 2009",1858.24,1873.78,1881.75,1852.9,25.57M,0.29%
"Jun 25, 2009",1852.87,1883.05,1883.05,1832.87,46.12M,-0.62%
"Jun 24, 2009",1864.43,1848.87,1875.09,1838.15,44.17M,1.46%
"Jun 23, 2009",1837.63,1824.42,1861.81,1815.21,46.23M,-0.30%
"Jun 22, 2009",1843.2,1954.57,1954.57,1841.24,65.90M,-6.21%
"Jun 19, 2009",1965.17,1917.82,1975.05,1915.09,123.38M,1.96%
