Date,Close,Open,High,Low,Vol.,Change %
"Jul 09, 2013",19423.46,19199.47,19423.46,19193.81,-,1.39%
"Jul 08, 2013",19156.94,19005.91,19177.82,18916.26,-,1.39%
"Jul 05, 2013",18893.81,18953.97,19051.12,18893.81,-,0.20%
"Jul 04, 2013",18855.33,18558.69,18907.8,18558.69,-,2.00%
"Jul 03, 2013",18484.74,18597.96,18597.96,18427.78,-,-0.71%
"Jul 02, 2013",18616.11,18915.23,18950.39,18616.11,-,-1.55%
"Jul 01, 2013",18909.52,18847.55,19015.53,18823.82,-,-0.60%
"Jun 28, 2013",19023.96,18685.93,19023.96,18685.93,-,2.10%
"Jun 27, 2013",18633.55,18610.18,18654.94,18505.64,-,0.37%
"Jun 26, 2013",18565.65,18372.3,18565.65,18332.45,-,1.43%
"Jun 25, 2013",18303.93,18478.03,18492.46,18303.93,-,0.00%
"Jun 24, 2013",18303.52,18299.38,18522.55,18282.33,-,-0.18%
"Jun 21, 2013",18336.03,18776.08,18883,18336.03,-,-2.15%
"Jun 20, 2013",18739.4,18853.69,19003.02,18711.35,-,-1.51%
"Jun 19, 2013",19026.68,19244.58,19279.24,19026.68,-,-0.85%
"Jun 18, 2013",19189.9,19321.2,19321.2,19144.61,-,-0.45%
"Jun 17, 2013",19276.74,19555.09,19636.75,19255.73,-,-1.32%
"Jun 14, 2013",19535.21,19526.55,19689.47,19498.23,-,0.62%
"Jun 13, 2013",19414.07,19417.39,19529.25,19347.33,-,-0.66%
"Jun 12, 2013",19542.72,19603.18,19656.43,19477.98,-,-0.24%
"Jun 11, 2013",19589.55,19789.07,19789.07,19532.02,-,-0.78%
"Jun 10, 2013",19743.65,19731.76,19880.6,19669.74,-,0.57%
"Jun 07, 2013",19632.63,19265.17,19706.75,19242.26,-,2.23%
"Jun 06, 2013",19203.7,19119.46,19234.22,19069.66,-,0.34%
"Jun 05, 2013",19138.82,19130.97,19259.03,19055.64,-,0.04%
"Jun 04, 2013",19130.96,19147.26,19210.61,19031.62,-,0.39%
"Jun 03, 2013",19056.52,19227.86,19265.1,19056.52,-,-1.07%
"May 31, 2013",19262.77,19352.58,19352.58,19117.77,-,-0.43%
"May 30, 2013",19346.05,19367.81,19410.21,19266.13,-,-0.24%
"May 29, 2013",19393.47,19519.16,19519.16,19318.32,-,-0.45%
"May 28, 2013",19481.47,19360.03,19624.01,19359.67,-,1.09%
"May 27, 2013",19271.64,19245.59,19307.49,19224.35,-,0.46%
"May 24, 2013",19183.32,19058.66,19250.55,19058.66,-,1.03%
